Times,NpuID(Idx),ChipId(Idx),Pwr(W),Temp(C),AI Core(%),AI Cpu(%),Ctrl Cpu(%),Memory(%),Memory BW(%),Adjusted CPU Power (W),CPU Energy (J),Total Energy (J)
159,0,0,8.3,48,0,36,94,83,3,27.78571429,10.00285714,10.00285714
160,0,0,8.3,48,0,21,95,83,12,27.78571429,5.835,5.835
161,0,0,8.3,48,0,14,69,83,6,27.78571429,3.89,3.89
162,0,0,8.3,48,0,8,70,84,7,27.78571429,2.222857143,2.222857143
163,0,0,8.3,48,0,22,65,83,3,27.78571429,6.112857143,6.112857143
164,0,0,8.3,48,0,18,94,83,3,27.78571429,5.001428571,5.001428571
165,0,0,8.3,48,0,17,97,83,2,27.78571429,4.723571429,4.723571429
166,0,0,8.3,48,0,35,95,83,9,27.78571429,9.725,9.725
167,0,0,8.3,48,0,23,94,83,3,27.78571429,6.390714286,6.390714286
168,0,0,8.3,48,0,35,99,84,9,27.78571429,9.725,9.725
169,0,0,8.3,48,0,50,94,83,5,27.78571429,13.89285714,13.89285714
170,0,0,8.4,48,0,45,94,84,3,27.78571429,12.50357143,12.50357143
171,0,0,8.4,48,0,28,95,84,1,27.78571429,7.78,7.78
172,0,0,8.4,48,0,8,93,84,3,27.78571429,2.222857143,2.222857143
173,0,0,8.3,49,0,26,97,84,5,28,7.28,7.28
174,0,0,8.3,48,0,11,67,84,6,27.78571429,3.056428571,3.056428571
175,0,0,8.3,48,0,12,97,83,3,27.78571429,3.334285714,3.334285714
176,0,0,8.3,48,0,22,96,84,2,27.78571429,6.112857143,6.112857143
177,0,0,8.3,48,0,33,94,84,8,27.78571429,9.169285714,9.169285714
178,0,0,8.3,48,0,25,97,84,2,27.78571429,6.946428571,6.946428571
179,0,0,8.3,48,0,10,95,84,2,27.78571429,2.778571429,2.778571429
180,0,0,8.3,48,0,20,95,84,8,27.78571429,5.557142857,5.557142857
181,0,0,8.3,48,0,27,96,84,2,27.78571429,7.502142857,7.502142857
182,0,0,8.3,48,0,27,96,84,3,27.78571429,7.502142857,7.502142857
183,0,0,8.3,48,0,14,98,84,5,27.78571429,3.89,3.89
184,0,0,8.3,48,0,22,93,84,8,27.78571429,6.112857143,6.112857143
185,0,0,8.3,48,0,26,72,85,2,27.78571429,7.224285714,7.224285714
186,0,0,8.3,48,0,36,98,85,5,27.78571429,10.00285714,10.00285714
187,0,0,8.3,48,0,30,93,85,3,27.78571429,8.335714286,8.335714286
188,0,0,8.3,48,0,38,94,85,2,27.78571429,10.55857143,10.55857143
189,0,0,8.3,48,0,8,96,85,1,27.78571429,2.222857143,2.222857143
190,0,0,8.2,48,0,28,99,85,3,27.78571429,7.78,7.78
191,0,0,8.3,48,0,16,94,85,5,27.78571429,4.445714286,4.445714286
192,0,0,8.3,48,0,29,89,85,8,27.78571429,8.057857143,8.057857143
193,0,0,8.3,48,0,23,94,85,3,27.78571429,6.390714286,6.390714286
194,0,0,8.3,48,0,12,98,85,6,27.78571429,3.334285714,3.334285714
195,0,0,8.3,48,0,46,94,85,3,27.78571429,12.78142857,12.78142857
196,0,0,8.3,48,0,28,95,85,2,27.78571429,7.78,7.78
197,0,0,8.3,48,0,21,93,85,5,27.78571429,5.835,5.835
198,0,0,8.3,48,0,19,73,83,3,27.78571429,5.279285714,5.279285714
199,0,0,8.3,48,0,14,97,83,3,27.78571429,3.89,3.89
200,0,0,8.3,48,0,31,93,83,5,27.78571429,8.613571429,8.613571429
201,0,0,8.3,48,0,18,96,83,6,27.78571429,5.001428571,5.001428571
202,0,0,8.3,48,0,18,95,83,3,27.78571429,5.001428571,5.001428571
203,0,0,8.3,48,0,14,93,83,3,27.78571429,3.89,3.89
204,0,0,8.3,48,0,31,94,83,2,27.78571429,8.613571429,8.613571429
205,0,0,8.3,48,0,12,97,83,2,27.78571429,3.334285714,3.334285714
206,0,0,8.3,48,0,17,93,83,3,27.78571429,4.723571429,4.723571429
207,0,0,8.2,48,0,23,98,83,5,27.78571429,6.390714286,6.390714286
208,0,0,8.2,48,0,43,92,83,3,27.78571429,11.94785714,11.94785714
209,0,0,8.3,48,0,24,94,83,2,27.78571429,6.668571429,6.668571429
210,0,0,8.3,48,0,17,97,83,2,27.78571429,4.723571429,4.723571429
211,0,0,8.2,48,0,20,94,83,3,27.78571429,5.557142857,5.557142857
212,0,0,8.2,48,0,35,95,83,3,27.78571429,9.725,9.725
213,0,0,8.2,48,0,22,97,83,3,27.78571429,6.112857143,6.112857143
214,0,0,8.2,48,0,14,91,83,2,27.78571429,3.89,3.89
215,0,0,8.2,48,0,20,99,83,3,27.78571429,5.557142857,5.557142857
216,0,0,8.2,48,0,25,94,83,3,27.78571429,6.946428571,6.946428571
217,0,0,8.3,48,0,23,97,83,2,27.78571429,6.390714286,6.390714286
218,0,0,8.2,48,0,13,93,83,4,27.78571429,3.612142857,3.612142857
219,0,0,8.2,48,0,22,93,83,4,27.78571429,6.112857143,6.112857143
220,0,0,8.3,48,0,37,97,83,3,27.78571429,10.28071429,10.28071429
221,0,0,8.3,48,0,17,95,83,2,27.78571429,4.723571429,4.723571429
222,0,0,8.3,48,0,13,98,83,3,27.78571429,3.612142857,3.612142857
223,0,0,8.2,48,0,17,96,83,4,27.78571429,4.723571429,4.723571429
224,0,0,8.2,48,0,17,91,85,8,27.78571429,4.723571429,4.723571429
225,0,0,8.4,48,0,17,86,86,14,27.78571429,4.723571429,4.723571429
226,0,0,8.7,48,0,18,85,85,2,27.78571429,5.001428571,5.001428571
227,0,0,8.7,48,0,16,96,85,3,27.78571429,4.445714286,4.445714286
